-1.5,-1.5,-0.48321478179170474
-1.5,-1.5,-0.48321478179170474
-1.5,-1.4999999999999998,-1.5
-1.5,-1.5,-0.48321478179170474
-1.5,-0.46803715085503916,-0.38880977282605511
-1.5,-1.4999999999999998,-1.5
-1.5,0.3638572420217458,-1.4999999999999998
-1.5,-0.46803715085503916,-0.38880977282605511
-1.5,-1.4999999999999998,-1.5
-1.5,0.3638572420217458,-1.4999999999999998
-1.5,-1.4999999999999998,-1.5
-1.5,-0.46803715085503916,-0.38880977282605511
-1.5,0.3638572420217458,-1.4999999999999998
-1.5,-0.46803715085503916,-0.38880977282605511
-1.5,-1.5,-1.5
-1.5,-1.5,-1.5
-1.5,-1.5,-1.5
